Geneid,LAC_001,LAC_002,LAC_003,LAC_004,LAC_009,LAC_010,LAC_011,LAC_012,LAC_015,LAC_016,LAC_017,LAC_018,LAC_019,LAC_020,LAC_021,LAC_022,LAC_023,LAC_024,LAC_025,LAC_026,LAC_027,LAC_028,LAC_029,LAC_030,LAC_031,LAC_032,LAC_033,LAC_034,LAC_035,LAC_046,LAC_047,LAC_048,LAC_049,LAC_050,LAC_051,LAC_052,LAC_053,LAC_054,LAC_055,LAC_056,LAC_057,LAC_062,LAC_063,LAC_064,LAC_065,LAC_066,LAC_067,LAC_068,LAC_069,LAC_070,LAC_071,LAC_072,LAC_073,LAC_074,LAC_075,LAC_076,LAC_077,LAC_078,LAC_079,LAC_080,LAC_081,LAC_084,LAC_085,LAC_086,LAC_087,LAC_089,LAC_090,LAC_093,LAC_094,LAC_095,LAC_096,LAC_099,LAC_100,LAC_101,LAC_102,LAC_103,LAC_104,LAC_105,LAC_106,LAC_107,LAC_108,LAC_111,LAC_112,LAC_115,LAC_116,LAC_121,LAC_122,LAC_129,LAC_130,LAC_131,LAC_132,LAC_133,LAC_134,LAC_135,LAC_136,LAC_137,LAC_138,LAC_139,LAC_140,LAC_141,LAC_142,LAC_143,LAC_144,LAC_145,LAC_146,LAC_147,LAC_148,LAC_149,LAC_150,LAC_151,LAC_152,LAC_155,LAC_156,LAC_157,LAC_158,LAC_159,LAC_160
LMB90_RS04735,6.949776299,7.546048124,6.914047554,7.561394128,6.717918027,6.688624532,6.92234229,6.729052177,7.583286303,7.678291425,7.647580492,7.32140632,7.60342596,7.575314785,7.262625457,6.834082151,7.016826146,7.889013738,8.096992106,7.909281027,8.155149714,7.594196208,7.750404604,7.620960237,7.797903143,7.705844856,7.891848794,7.803018664,7.87568554,7.660405367,7.854914771,7.737258366,7.800543592,8.083029186,8.361806584,8.107460103,8.515909208,7.958174844,7.863481494,7.959244578,7.906633174,8.239567902,7.846410681,8.208235552,8.08458633,7.385035616,7.025585637,7.912071127,7.526660558,7.93270657,7.433648722,7.93851359,7.886386481,6.684235611,6.661155787,8.129178437,7.992947131,8.267233164,8.192400171,7.978387567,7.814243648,8.456748606,8.436849138,8.444748814,8.208125142,7.883457464,7.805262971,8.034630944,8.03528075,7.888523749,7.881238375,7.92243169,7.949610808,7.57303866,7.857909146,6.113487913,6.322726858,7.303735708,7.59086075,7.575309226,7.50338733,7.767200333,7.699634244,7.02835956,7.145685784,7.901170236,7.745753957,7.561298021,7.744524309,7.793275099,7.757603042,7.399780615,7.448029663,7.735538103,8.08865651,7.999396549,7.489411701,8.376183731,8.19819677,8.093648198,7.942212771,8.039054592,7.84243385,7.62152172,7.94199071,7.266048022,7.050072254,7.484300792,7.097518519,6.190997504,6.175548222,7.373574824,7.491616683,6.791180759,7.060406533,7.77273018,7.415996269
LMB90_RS04740,7.259470391,7.42720884,7.190435249,7.756754444,6.539405951,6.379144328,6.707036302,6.810362251,7.60570249,7.535668453,7.728668996,7.523741361,7.796764853,7.754249634,7.229056296,7.123858829,7.067425247,7.917711189,8.089568224,7.942114268,8.088927265,7.678031731,7.762088469,7.607936585,7.790853977,7.903281071,7.922117046,8.001094428,8.086571505,7.826444616,8.060609347,7.888738996,8.107617324,8.198051023,8.54027771,8.094424013,8.573366161,8.039664432,7.996427379,7.974866466,8.049663261,8.178157734,8.087886044,8.156954855,8.026869058,7.55883529,7.177594894,7.992911331,7.67564003,7.809759614,7.461868683,7.877375664,7.851007119,6.753291663,6.886474957,8.090440282,7.966342105,8.235863909,8.200240012,7.975186823,7.631169789,8.366040487,8.268802708,8.627523469,8.418780976,7.755070968,7.675100493,8.061462773,8.139618156,7.971985098,8.017560075,8.069715012,8.126504041,7.573425773,7.587272705,5.689171707,5.990130016,7.257657301,7.812791599,7.675192246,7.582437113,7.729442666,7.705664541,6.818667871,6.967827275,7.901702457,7.673912431,7.484052181,7.671485859,7.886763058,7.737195022,7.476360413,7.462582142,7.983220338,7.98558178,7.942969568,7.483314908,8.296794877,8.113082397,7.960881435,7.911187558,8.035623949,7.821530248,7.655780211,7.700541817,7.046128184,7.038990267,7.709687848,7.283345611,6.157064311,6.203204729,7.443542442,7.347007812,6.80386181,7.212200696,7.491315182,7.489307024
LMB90_RS04745,6.711616779,6.507347855,6.430866457,6.899229187,6.526131554,6.696213908,6.967396235,6.813758928,6.938475799,6.81731796,6.540116165,6.199066293,7.407392563,7.307222463,6.794693982,6.691916077,6.654874651,7.199626362,7.274404991,7.234305384,7.234279885,7.122552218,7.214783551,7.064853741,7.250834476,7.34756674,7.395219766,7.368297876,7.257134853,7.490535879,7.499754107,7.429249153,7.595834133,6.730194296,7.883836254,7.185552216,7.892635245,7.156393537,7.340763262,7.071332445,7.368378417,7.21301906,7.295251249,6.969069423,6.882355754,6.91428945,6.613915658,7.173935277,6.992145627,7.188042075,6.804904268,7.317938976,6.423838053,5.767442059,5.527752663,7.328915634,7.186428894,7.266417626,7.088331012,6.733131317,6.726051087,7.344021439,7.252091796,7.390810099,7.260909782,7.152808376,7.086977772,7.134367793,7.335766313,7.089862034,7.031933546,7.06664268,7.129247476,6.864741737,6.941659308,6.522700521,6.144203538,5.894914804,6.415435265,7.407875226,7.479179107,7.529519085,7.481064144,7.542726391,7.581639186,6.38634936,6.579768741,6.800990095,6.81580223,7.028477324,7.10323501,7.131402101,7.29072097,7.180899621,7.482215048,6.474128288,6.636437286,7.012209189,7.104689936,6.627003884,6.726968515,7.53880061,7.348154242,7.100661179,7.328050746,6.290712499,5.879236577,6.810549118,6.753134873,7.323711114,7.332233202,6.557701605,6.497938023,6.479291535,6.174031106,6.683683488,6.764886404
LMB90_RS04750,10.98648022,10.7119147,8.807365185,8.444975931,10.70878434,10.84021931,11.12352982,10.97046735,8.937518749,8.867036002,9.77872401,9.869430747,9.424425114,9.511092642,9.015877325,9.135049758,9.110611766,10.88061102,10.74989062,10.83079256,10.81151658,10.97802287,10.83557008,10.97974812,10.8285923,11.06496561,10.92003476,11.13668001,10.92930574,10.09183268,10.13678605,10.02191233,10.15401508,9.931277299,9.89376089,9.875964226,9.851424295,10.08363065,10.49477926,10.04621866,10.5018162,10.60368712,10.71594991,10.49658162,10.72938377,9.234765419,9.267938196,10.09667568,9.855494667,9.602954376,9.314032784,9.620433457,9.468272873,7.577229902,7.811188152,10.21523169,10.29188288,10.06511582,10.27482983,9.137980647,9.130303639,10.51083404,10.47941582,10.4438004,10.59256285,10.69132176,10.43461433,10.47131131,10.46675149,9.400979948,9.351514628,9.182536816,9.757481506,8.840828752,8.80560027,8.817712251,8.587473044,8.02429098,8.757598972,9.766483456,9.706704652,10.15222213,10.0814184,10.24675842,10.34341791,9.034766024,9.327476885,9.421868202,9.3618214,8.94290873,9.097503199,9.54488474,9.655406149,9.393778949,9.569533314,9.890997046,10.05525342,9.832405804,9.787485966,9.807610889,9.606481951,9.987074746,9.815003882,10.8094849,10.65989495,8.924250875,8.82029281,8.64557765,8.815897736,8.995825135,9.109412989,9.416630992,9.452766082,8.147371238,8.84533712,10.02825814,10.16923034
LMB90_RS04755,6.918393894,7.062570501,5.984451414,6.092765549,6.990957572,7.023109186,6.733138739,6.657185696,5.79391666,6.151027759,6.423014159,6.481981388,6.048596367,6.296696853,6.303383881,6.42585259,6.450446385,6.866561186,6.836375782,6.726630959,6.816250248,6.405075654,6.394313002,6.623566665,6.448683399,6.667437371,6.660674378,6.724528953,6.757278773,6.270641171,6.578230469,6.324841729,6.522301409,5.829322608,6.553903593,5.87230199,6.523216449,6.438542222,6.257341568,6.308511519,6.335606483,6.631904186,6.592741502,6.439828369,6.628930687,6.224821202,6.489691504,6.575829027,6.545882821,6.206438516,6.415799395,5.788519306,5.84766194,5.28349596,5.731439937,6.590991437,6.543611711,6.45082153,6.525478481,6.057001947,6.25439723,6.066030747,6.238160728,5.780749062,5.930068453,5.631008831,5.513797742,5.841750552,5.842013062,5.685298272,5.623880352,5.589768569,5.589911411,5.898744161,6.003902613,5.632764373,5.668875844,5.57802523,5.729466381,6.182265577,6.131751428,6.113976055,6.078674999,6.517411793,6.546334147,5.662950086,5.799551265,6.19180342,6.21858097,5.866540526,6.042254244,6.000160057,6.059042698,5.767470637,5.985088098,6.097252058,6.42627315,6.146409033,6.14685203,5.935158397,5.987220642,6.110486575,5.926184314,5.825778124,6.035427168,5.849480426,5.532794334,5.754584244,5.912910101,5.411464019,5.566510212,5.65446186,5.911598676,5.475272195,6.101113845,6.097502893,6.332139294
LMB90_RS04760,4.529717299,3.473661729,5.729875453,5.994505225,5.25695886,5.846691251,4.642400853,5.219186168,6.601008087,5.440670744,5.041205011,5.24958846,6.169786005,5.28235915,5.357549767,5.32023501,5.410084343,4.378458419,3.988069569,4.373339705,3.72737677,4.691937259,4.516747363,4.796953561,4.340677726,4.207977384,4.809625792,4.08623949,4.939742344,6.65442192,6.470495089,6.54765806,6.786143612,6.035194452,7.556888327,5.843067647,7.454806803,5.753986594,5.759115239,5.863259704,5.683215321,4.193212212,4.467842441,5.02722639,5.256161873,4.878255687,4.584087416,5.145941237,4.903380009,5.045846158,4.602654423,4.1776864,2.699151438,5.119972057,4.310887157,5.690872816,5.737705951,5.644143477,5.787841662,5.370981349,5.809446688,4.413245903,4.174453922,3.193366501,2.2678778,4.190979198,3.957112955,4.038318958,3.870395427,4.43743285,4.375873361,3.697905669,3.90830109,4.055597135,4.35187668,5.755226683,5.357843744,3.944749256,4.402655892,3.359590639,3.976159648,3.849303378,3.949873498,4.879031332,4.862340642,5.743462093,5.593703945,5.375763324,5.532236085,5.942795163,4.90194468,5.244152544,5.153894263,4.857930096,4.780133219,4.653090889,4.106544631,4.946913146,4.95146694,4.346387252,4.388566276,6.130771894,6.037878835,5.147496387,5.084522089,3.93707362,3.199800043,5.714914764,4.980989186,6.08123437,6.178482939,4.258073974,4.432151826,6.094506625,5.626823412,4.412384452,4.507262219
LMB90_RS04765,4.465862823,3.961236156,4.856543454,5.717286271,5.04897881,5.446922377,4.325375095,4.98166821,6.486869972,6.480612855,5.686204119,5.621147082,5.985885178,5.163156119,5.046198228,4.698339837,5.018165265,4.507836009,4.464312948,4.490329242,4.310765963,4.637155216,4.728290152,4.547311672,4.474945277,4.797746077,4.862872646,4.330113596,4.902950156,6.999161387,6.986664736,7.112856475,6.916201754,7.561439594,7.51359953,7.436888553,7.491161375,5.985334672,5.760943611,5.989562169,5.867179064,4.483619817,4.851589851,5.012019936,5.261528473,4.425051959,4.451796546,4.806709549,4.449852683,4.738542718,4.300083898,4.857693532,3.565652009,5.899784032,5.210898311,5.848441204,5.816197638,5.590938323,5.744503255,5.547636159,5.360517424,4.506120439,4.610116724,4.290465826,2.830603212,4.902468576,5.041206548,3.909151686,3.647049603,4.020910442,4.166509035,3.418616949,3.366568019,4.874561311,5.210908345,6.274949516,6.001184069,4.360355035,5.143135947,3.960926947,4.145374447,3.713648647,4.12053621,5.00317683,5.118894047,5.482171338,5.510787066,5.907408861,6.068235433,5.68288294,5.098897216,5.854242111,6.047984481,4.842109403,5.741236687,5.063736355,5.102705971,5.381037131,5.426417055,4.36797607,4.560472215,6.586668009,6.246507835,5.009777963,5.176782833,3.224219733,3.203694723,5.283661752,4.69514516,5.217610604,5.29231082,3.79413404,4.734355884,5.097648552,6.10034475,4.238933202,4.147235562
LMB90_RS04770,2.865533658,3.156877428,3.498464913,3.971102185,2.514877818,2.462118387,3.629449293,3.629621399,5.378636964,5.270956831,4.53220185,4.586242779,4.210859559,4.118150052,3.629140641,4.146343933,4.399529226,3.912866199,3.789069043,3.850127844,3.461920952,3.777853125,3.76665046,3.708993516,3.540603623,3.909954014,4.522477499,4.205224236,4.230275986,5.604499247,6.082461921,5.876705692,6.16674798,5.771485744,6.209623993,6.121886483,6.065005172,4.684021725,5.194837395,4.461138156,4.976790199,2.961865966,3.214538544,4.539213456,4.952634139,3.531881754,3.686935648,4.310090701,3.43945461,3.853851334,3.300109057,3.379476433,2.264705871,6.226482477,4.767759094,5.361722225,4.764074491,4.663300654,5.035663978,4.397159213,4.613481211,3.428983898,3.826114258,2.60239232,2.872678005,3.14044125,2.821925786,3.523860564,3.306206105,2.969041076,2.808383354,2.855426872,3.36708872,2.744587756,4.293919065,4.071572843,2.092635874,3.075727887,3.950952578,3.266172741,3.377105588,3.544695401,3.478300026,3.707938151,3.807978169,3.652691975,4.210368989,4.890383228,4.909223594,3.578520124,3.535482664,6.048623708,4.756041002,2.725716984,3.480640608,3.899544718,4.282031228,3.90579407,4.154041707,3.818958624,4.195407598,4.350411015,4.114418971,2.756222812,3.674782677,2.538709966,3.138943746,3.531604802,3.239805022,4.967897823,5.192153527,3.644344263,3.940299124,3.824101288,6.099865672,2.924960939,2.9601942
LMB90_RS04775,12.29691955,11.92371909,11.98951646,11.83748339,12.6458348,12.76405217,12.41474461,12.46011962,11.25903065,10.91098346,12.06432285,12.33238701,12.44572127,12.39653997,12.12210121,12.42013517,12.43121184,12.04155505,12.18244201,12.04674746,12.19395574,12.28156742,12.34402606,12.33163247,12.39458543,12.26233342,12.42393167,12.32619631,12.45410226,11.56828535,11.62784604,11.62057518,11.64605307,12.36280489,12.19922733,12.27660222,12.20369799,12.39741761,12.32489923,12.42249434,12.3522868,12.26716759,12.28398605,12.26769473,12.17353986,12.13248757,12.0957418,11.89654461,12.10587899,11.75957272,11.67220063,12.26992326,12.40616423,10.19505574,10.02438365,12.03395998,11.90911763,11.7794247,12.06607413,11.93067777,11.97615226,12.42273838,12.32324306,11.55727983,11.22987789,11.30699059,11.37554606,12.90616378,12.83537305,12.88389455,12.9163783,13.06995242,12.88470989,13.83148732,13.8719762,11.72291975,11.89048009,11.67328861,11.79315012,12.95715751,12.93566855,13.03102675,13.10389094,12.86705433,12.86345886,12.04965877,11.99884846,11.56153993,11.46015776,11.79074118,11.7334453,11.27090389,11.24398075,11.80356265,11.92333994,12.34060441,12.28618102,12.26646014,12.13826676,12.02172028,11.92169359,12.53994087,12.2312756,12.08361007,12.12849983,12.30574277,12.13406736,12.04989655,11.96067962,11.09055232,11.14195855,11.6421781,11.64804998,11.49699779,10.97613163,12.28998461,12.34668497
LMB90_RS04780,10.57823452,10.7917589,10.51987548,10.53750904,11.3328435,11.18664308,10.83947714,10.85314215,9.656455791,9.848050263,10.41804347,10.69293641,10.79437375,10.90513733,10.70513955,10.85959993,10.87459986,10.62065715,10.96890277,10.66777357,10.9932495,10.48917666,10.36813298,10.40137182,10.52881387,10.74348877,10.78645978,10.77675744,10.79567051,10.10145717,10.30069338,10.08482379,10.19979779,10.17830293,10.79996336,10.17988014,10.87628693,10.8259191,11.01998501,10.93103397,11.00443537,11.01292426,11.01754573,10.86323871,10.60424022,10.50997885,10.5869786,10.39311316,10.39015212,10.00177398,10.04435054,11.00808622,11.14303658,8.833010862,9.081549077,10.91899474,10.68247271,10.64331146,10.90406776,10.88597123,10.84759313,11.50274264,11.51737234,11.17699377,11.13314636,11.12391605,10.48090336,11.46482394,11.40470835,11.54502968,11.46637307,11.56598338,11.50576424,11.08783462,11.13955058,9.342858148,9.324364386,10.51375069,10.64705027,11.78326264,11.76480353,12.05840338,12.02950271,11.82274017,11.84809619,10.85257962,10.88102225,10.6287967,10.52628361,10.66945604,10.6925291,10.28808119,10.36421084,10.7269096,10.8926579,11.25934228,11.26724687,11.26036057,11.12851807,11.01053861,10.9481617,11.31817847,11.1536223,10.82822712,10.86780434,10.87478235,10.75650519,10.59603648,10.43393993,9.530442711,9.875912637,10.29011192,10.43417153,10.21084076,9.530548451,10.97707283,11.14756118
LMB90_RS04785,10.66846142,11.25372565,10.88349427,11.25680083,11.66483777,11.2606918,10.84554096,10.83858638,9.46694477,9.830639728,10.83346109,11.19214115,11.07976219,11.22862989,11.20502304,10.7744512,10.73691536,11.23085754,11.3484234,11.18743291,11.39684775,11.0576328,11.179585,11.09389454,11.18470184,11.49794322,11.24403811,11.49206405,11.27386796,10.72408932,10.79155987,10.72852897,10.8220018,12.94882021,11.5379617,12.96211062,11.51158656,11.03771897,11.27751677,11.06848467,11.26280568,11.57332324,11.3372198,11.4387444,11.4251234,11.12849453,10.96408732,11.24254039,11.50730589,10.27146526,10.9747606,11.51803805,11.69865045,8.992597666,9.327313955,11.50508639,11.05900234,11.14732051,11.28668035,11.4323808,11.20510495,11.90267052,11.86420238,11.324129,11.00249162,11.08172277,10.74532922,12.18335027,12.15915326,12.13354238,12.16751303,12.33654937,12.16334324,10.96966387,11.23330406,9.320481683,9.23650633,10.72688629,10.9729519,12.16147746,12.09259024,12.37789582,12.31431727,12.210261,12.17396973,11.25200098,11.18864452,11.1863828,10.98230577,11.07369197,11.21777907,10.97742352,11.01587911,11.28794586,11.32426185,11.68555866,11.76746283,11.62610193,11.6353882,11.5217192,11.48074011,11.81275311,11.502323,11.38539564,11.40136932,11.52965105,11.42322013,11.21090807,11.29111305,10.10936065,10.26918213,10.91145314,10.91851793,10.7411858,10.1911095,11.51410431,11.42845267
LMB90_RS04790,10.74726102,11.89718175,10.83332317,11.18925121,11.82563011,11.41792193,11.18390749,11.1538759,10.08933393,10.54352986,10.77265062,11.02521941,11.29540172,11.50939187,11.09886225,11.0702014,11.09785202,11.75082643,12.02128415,11.84154688,12.07380056,11.07800505,11.14483013,11.08536029,11.19367729,11.27614187,11.24301758,11.32262468,11.29450933,10.68949872,10.74293232,10.76447122,10.76040524,12.83342799,12.02321641,12.86302586,12.0504627,11.34267358,11.46321374,11.31200707,11.41688758,12.09772364,11.73058967,11.97683595,11.86240958,11.40363845,11.21391586,11.10952717,11.11622389,10.65392558,11.34254672,11.97594186,12.26011664,9.345326903,9.834452678,11.92936324,11.29445646,11.341848,11.7297354,11.94478714,11.76882537,12.5258068,12.46785363,11.54631176,11.3202283,11.40057869,11.29820073,12.52785394,12.47570144,12.49638329,12.51423919,12.65684516,12.49886305,12.30651115,12.39335608,10.46013763,10.43417025,11.17485053,11.42461102,12.5664812,12.56999649,12.7090349,12.70393156,12.49654204,12.53012482,11.71786108,11.72231514,11.67552905,11.54164301,11.61128103,11.67964241,11.40266523,11.35812337,11.73142808,11.77992621,12.15469394,12.26516758,12.04782857,12.13210402,12.0143944,11.96469136,12.28685815,11.94842817,11.80045962,11.89554926,12.07564454,11.94119631,11.64684532,11.78021418,10.49804239,10.68938411,11.39686527,11.39521262,11.22304185,10.63470971,12.02757416,11.98172502
LMB90_RS04795,11.3868369,12.09780766,11.45490959,11.71972593,11.6834498,11.98994423,11.69116431,11.71744317,10.4564664,10.9065782,11.59288549,11.7447541,11.97074998,12.15779808,11.76756463,11.8062811,11.78247521,12.10043409,12.42415446,12.09113068,12.42975959,11.75522302,11.91911505,11.75090358,11.90413446,12.00179345,12.02510107,11.95960956,12.01032827,11.18439541,11.28037744,11.21675087,11.25627257,12.65251038,12.21143829,12.6478477,12.21255662,11.82757066,12.08495877,11.83901796,12.07645458,12.44991533,12.23237267,12.05532296,12.0455876,12.00420746,11.89811951,11.66679925,11.80901097,11.23724284,11.5266616,12.11386256,12.39281208,9.792587276,9.97065207,12.23259899,11.77550086,11.7594076,11.95864189,12.17633213,12.10427942,12.69601308,12.7008033,11.65537733,11.51937491,11.37707506,11.22911384,12.27098243,12.32066796,12.29491817,12.27971534,12.46416583,12.32852344,12.95177023,13.00262017,10.85580386,10.98402847,10.91537948,11.16011242,12.48932142,12.49636717,12.66194859,12.59852786,12.38324274,12.35996017,11.69572199,11.79037437,11.93894248,11.89131624,11.7223843,12.00170315,11.5985693,11.62242501,11.90926245,12.21987933,12.15940122,12.42596083,12.3170111,12.31512874,12.25878209,12.23462609,12.35441742,11.96329136,11.6712852,11.71645372,12.16356596,12.0204002,11.61107412,11.7411934,10.42745116,10.56857574,11.42650911,11.35554188,11.16204107,10.70394351,11.82199501,11.8586301
LMB90_RS04800,10.9262503,11.84720963,10.99985828,11.38921841,11.34766194,11.3860719,11.22766324,11.2457284,10.16147171,10.42644619,11.19222535,11.35353394,11.60221345,11.88972755,11.31460693,11.41680513,11.46655933,11.92975112,12.21863765,11.93778205,12.22486548,11.31950753,11.47332942,11.38065806,11.54752528,11.56656809,11.58439252,11.61478625,11.64820913,10.90507834,10.9605342,10.9496599,10.93261512,12.26009805,12.10775367,12.31117316,12.10895736,11.43559562,11.72823337,11.46230022,11.75416703,12.2960887,11.95316638,11.84076601,11.73417271,11.69174217,11.48373425,11.30989556,11.23399223,10.80223926,11.4598558,11.7928264,12.12566091,9.560367978,10.09930307,12.2101951,11.58152571,11.55367324,11.9015737,12.23101302,12.0568902,12.73413245,12.62946164,11.35345445,10.98691389,11.26336624,11.18660337,12.55084633,12.46758343,12.46875903,12.50990725,12.60912162,12.49430819,12.84360844,12.77772128,10.70352091,10.81355362,10.97693203,11.22742769,12.55224701,12.57382644,12.68649805,12.71733296,12.40857106,12.38325666,11.77285993,11.90399567,11.97951269,11.91497077,11.7772524,12.03014945,11.63931906,11.58985934,11.96613617,12.09083505,12.25201794,12.55414127,12.13429918,12.24595066,12.27053753,12.28899295,12.34434715,12.02762044,11.94175684,12.01361143,12.54364757,12.53401517,12.08327424,12.24895673,10.70470611,10.86958912,11.82159924,11.77181651,11.63459013,11.18345031,12.07126613,12.24640261
LMB90_RS04805,11.71426295,12.28793916,11.80306839,12.0966573,12.26802037,12.22887805,12.00124506,12.04762973,10.7631925,11.14387411,12.00179093,12.10138129,12.5356572,12.72729117,12.18619317,12.35882691,12.36913984,12.41618303,12.74630577,12.43065978,12.75930023,12.13083877,12.33754903,12.13423835,12.33436719,12.37153663,12.42674072,12.36587221,12.43020792,11.58148754,11.64596496,11.61979764,11.68018756,12.97221091,12.46592059,12.9859631,12.48434552,12.20853772,12.59579117,12.21883277,12.63261916,12.8451434,12.75622714,12.1789435,12.17722432,12.45091148,12.33986694,12.00985166,12.06808835,11.6995672,11.81926661,12.26653077,12.58231873,10.400354,10.50464426,12.58024449,12.2027474,12.19515596,12.30505901,12.63048184,12.69386234,13.10138621,13.08232878,12.09829424,11.9380362,11.73400499,11.55109507,12.5971781,12.59280376,12.54658954,12.55331654,12.69477564,12.58774752,13.21596296,13.15804191,10.9921415,11.08737881,11.11556939,11.43732292,12.69150837,12.71750196,12.91642238,12.93559525,12.58115593,12.56232177,12.01772194,12.33380998,12.35678453,12.38820596,12.15926439,12.46134927,11.9713488,11.97942231,12.36881916,12.6425801,12.53953909,12.92949528,12.50383636,12.66617099,12.65923394,12.63782956,12.68564509,12.33527075,12.08452692,12.12881732,12.8641358,12.87071443,12.16183712,12.46231716,10.86550493,11.01707202,12.04440974,12.00887991,11.81268882,11.44414064,12.2339765,12.38712071
LMB90_RS04810,10.43725909,12.00800045,10.73547756,11.25197166,11.52284224,11.03395949,10.88755411,10.90603398,9.930147368,10.55780412,10.98705311,10.99331785,11.4027799,11.80139523,11.31783948,11.27862093,11.31266515,12.01255869,12.36080878,12.05967188,12.371887,10.67578486,10.99136434,10.77587604,11.05908773,11.28001223,11.25695492,11.33089644,11.29423528,10.53644411,10.52059573,10.45114822,10.57615057,12.9026461,11.94543941,12.8072306,11.95705357,11.07794725,11.50725643,11.11333363,11.52871477,12.22862081,11.79878994,11.54435956,11.52166094,11.52274243,11.30579075,11.06140198,10.91563089,10.49636133,11.18116885,11.79365237,12.22156908,9.644951895,10.34752529,12.26745598,11.62080782,11.65806905,11.90076776,12.36415346,12.43768745,12.87725431,12.88334662,11.70302883,11.63271979,11.40719352,11.26276851,12.05254497,12.19115825,12.12240816,12.05620498,12.16774362,12.18552457,12.00364139,11.96224964,10.14840233,9.83663046,10.71641027,11.0398496,12.47270743,12.50100229,12.57041806,12.52625344,12.20666718,12.16994386,11.76620688,12.15785562,12.21306273,12.32206426,12.06384594,12.37060042,11.7011345,11.77536902,12.276062,12.52483541,12.29922838,12.80129145,12.34055877,12.56443277,12.56470503,12.5858585,12.51799826,12.1473537,11.53028246,11.49541404,12.45829877,12.40649211,11.61180008,12.00664588,10.40149923,10.41820918,11.55381069,11.53301631,11.34310634,10.9655805,11.75501118,11.85251341
LMB90_RS04835,12.01221918,12.13514032,9.563313312,9.518729208,12.51047786,12.5909256,12.47437903,12.51300978,9.747519468,9.947111093,11.76502597,11.70815994,9.737661653,10.03506282,10.38136479,10.31888335,10.35550476,12.02317738,11.89113623,12.04383786,11.9334816,12.10918861,11.93669264,12.17076449,11.98048548,12.06102258,12.00888279,12.05391877,12.00196023,11.31852658,11.07206976,11.37568443,11.13148807,8.171060237,8.769361607,8.103440912,8.748099393,10.67744835,10.68592357,10.70421484,10.68428749,12.0570583,12.02630385,10.37164108,10.4218567,10.69444613,10.97969579,11.5375162,11.81857021,10.77813922,11.74661992,10.09267894,10.92255806,8.338977047,9.742545777,10.61074935,11.17809198,11.03624516,11.03071444,9.616793692,9.577137423,11.12127945,11.16099563,10.72668353,10.82328199,11.58170011,11.36347,7.853218431,7.654333819,7.105598242,7.15579249,7.410582648,7.5482051,7.865596327,7.743486705,10.858192,10.9937075,10.19234567,9.68535765,7.550447058,7.39429048,7.608521264,7.648795017,10.94512239,11.07247528,9.415124412,9.640689314,10.77834431,10.51474629,8.873803928,9.531133307,11.27062435,11.53986129,10.86106684,11.14316344,10.89909407,11.28383801,10.27783799,10.33745069,11.00609775,10.93597351,9.537024175,9.609049964,11.1433869,11.26067285,10.77265468,11.18946412,9.068898283,9.519288932,9.460968213,9.52201941,10.71559251,10.96105938,8.805305872,9.648591331,10.93181361,11.11198744
LMB90_RS04840,11.79885905,12.15035248,9.188938245,9.144117908,12.56277503,12.42670788,12.28849397,12.2470798,10.18251203,10.50402463,11.34585204,11.31561455,9.719046933,10.16358991,9.924895967,10.49707799,10.46390585,11.90415186,11.87435937,11.90573691,11.85298269,11.84063965,11.76674472,11.82310892,11.73159516,11.48533017,11.74913675,11.43338062,11.66062723,11.09750819,11.06554712,11.13486499,11.03589704,9.629491264,9.562313064,9.635923009,9.539440179,10.53624212,10.53948146,10.54891723,10.53560854,11.96970257,11.97162026,10.41571651,10.43581698,10.70676416,10.97014466,10.90015087,11.12060996,10.94414156,11.25205056,10.43198796,11.25676345,9.509849296,9.971863352,10.36129794,10.77582468,10.64462174,10.72417824,9.809481466,9.983240659,10.97937733,11.08374783,10.23215532,10.30465206,11.2533223,11.38893044,9.66509634,9.659779585,9.867050605,9.870970338,10.09206953,9.887217977,9.995298743,10.01650138,10.23073816,10.39744409,10.58621298,10.48230306,9.913991121,9.940681441,9.747777727,9.742390774,10.75906496,10.77707179,9.449332716,9.856501537,10.82410437,10.72510069,9.172786957,9.492724052,11.1376252,11.35625247,10.85417616,11.26975326,10.7952637,11.25138552,10.04666072,10.30003311,10.94184839,10.79452051,9.962604676,9.955371739,10.81691029,10.83827709,10.65538997,10.97720659,8.915535642,9.433303281,8.931764756,8.962864036,10.26200167,10.46981972,8.841303267,9.912902806,10.41016971,10.56138014
