Geneid,LAC_001,LAC_002,LAC_003,LAC_004,LAC_005,LAC_006,LAC_007,LAC_008,LAC_009,LAC_010,LAC_011,LAC_012,LAC_013,LAC_014,LAC_015,LAC_016,LAC_017,LAC_018,LAC_019,LAC_020,LAC_021,LAC_022,LAC_023,LAC_024,LAC_025,LAC_026,LAC_027,LAC_028,LAC_029,LAC_030,LAC_031,LAC_032,LAC_033,LAC_034,LAC_035,LAC_036,LAC_037,LAC_038,LAC_039,LAC_040,LAC_041,LAC_042,LAC_043,LAC_044,LAC_045,LAC_046,LAC_047,LAC_048,LAC_049,LAC_050,LAC_051,LAC_052,LAC_053,LAC_054,LAC_055,LAC_056,LAC_057,LAC_058,LAC_059,LAC_060,LAC_061,LAC_062,LAC_063,LAC_064,LAC_065,LAC_066,LAC_067,LAC_068,LAC_069,LAC_070,LAC_071,LAC_072,LAC_073,LAC_074,LAC_075,LAC_076,LAC_077,LAC_078,LAC_079,LAC_080,LAC_081,LAC_082,LAC_083,LAC_084,LAC_085,LAC_086,LAC_087,LAC_089,LAC_090,LAC_103,LAC_104,LAC_105,LAC_106,LAC_115,LAC_116,LAC_119,LAC_120,LAC_121,LAC_122,LAC_123,LAC_124,LAC_125,LAC_126,LAC_127,LAC_128,LAC_129,LAC_130,LAC_131,LAC_132,LAC_133,LAC_134,LAC_135,LAC_136,LAC_137,LAC_138,LAC_139,LAC_140,LAC_141,LAC_142,LAC_143,LAC_144,LAC_145,LAC_146,LAC_147,LAC_148,LAC_149,LAC_150,LAC_151,LAC_152,LAC_155,LAC_156,LAC_157,LAC_158,LAC_159,LAC_160,LAC_161,LAC_162
LMB90_RS04190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMB90_RS04195,1.583569534587409,2.0065160062315464,1.9954249109680184,1.8953960091369697,2.3571120967079597,2.2620204635090198,0.8389776915108488,1.6265847399209865,1.3810783729122569,1.983483863087826,2.0241884893138224,1.3093111296569508,0.9280315334916966,2.044309430324891,3.7271445857386576,3.117571366983868,3.6579728007097847,2.9784775518890263,2.37095563907914,3.0726456639339466,2.415373305695056,2.977173140493198,3.2242541002638023,1.3653069400206927,1.9025103385965016,1.511409004767285,2.153944777201376,2.29118874517692,1.510215528642301,1.931922093266102,1.6683395367898537,1.9253578687413455,2.935329885511516,2.1447942863870653,3.2045551630485467,2.610282044015797,1.6255777316348872,3.1286247959425943,2.452370713443884,1.9000932825152883,2.6717764415423875,1.9657498270276887,2.9396740398617456,1.6678259364402104,3.152262186445784,3.264746734816043,2.9200716533284266,3.64535347436004,3.000492162055691,2.541071713702329,3.597287116770019,2.3379920263103804,3.4213474265129107,2.7235015375370017,2.9228489611779063,2.731905188896287,3.022834543616696,1.987140606280526,1.6718143073471814,3.107052203404158,2.965726211095133,1.9082522596720188,1.860207266913157,1.9704694151121345,1.909494390055196,2.561902315962551,2.4527745307691324,2.9823901195653404,2.313285717979442,2.3642241961552046,2.32635437441395,1.5548114143400238,1.1431704628826904,2.7658653015246752,2.3533736103900127,3.4894588713618475,3.1165376058530647,2.905616191939988,3.722621251944953,2.692391756643245,2.867633663906884,2.4008357656704065,1.916576272359385,2.099498500807697,2.830013019521761,1.947171563250164,1.644663208188896,3.858111779173965,3.583839007577668,1.4712651394924543,1.7369864097529175,1.6434578967343036,2.609909220839904,1.8808524385751293,1.6414222051324896,2.142543479826169,1.7754612410346915,2.3115250289079903,2.5754355037150902,2.1575630467991638,2.4091355340636325,2.598694941119517,2.361315096831553,1.380291189569418,2.0157506473096856,2.263676806839904,3.4194082054640504,2.4645760833122545,2.203358634360863,3.3036183143638405,1.7490177125610342,2.003360533806661,0.9427732632401178,2.6201844105487533,3.050438273080976,2.488952013253176,3.077457275061323,2.661846560919328,3.0558776659943354,2.519893921598651,2.8587727797587745,2.634680808944967,2.344350474622506,1.4764016642167916,2.526515118451129,2.6744620353966995,2.8388302146091604,2.02203347910538,1.42076403925632,2.616084018324349,2.18155369716194,1.6513897887337028,3.3809832307181398,2.5141213904797777,1.3871176712119018,2.0665090009236917,3.095300147927056
LMB90_RS04200,0.0,0.0,1.230740106991342,2.834358308208635,0.0,1.668388563736197,0.0,0.0,0.0,0.0,1.554002088454196,0.8298957503795716,0.0,1.5716112338304815,0.0,2.489638328372529,0.0,0.0,0.0,2.3316510741612357,1.56281223926811,1.0988824589215438,1.483256650203577,0.0,1.8716252203165025,0.6145120035177625,0.7874132600678407,1.2422769135013223,0.0,0.8259600772462429,0.3773223450682549,1.5668473499740811,1.63158931404782,0.5986760278822651,2.0400487610185847,0.0,0.0,2.0476020740272154,0.3719625777010909,1.055147715010228,0.0,0.0,2.0561439739962744,1.2908330837531057,2.1111468888157066,2.5708084716024184,2.4234471740390022,2.4222962171721427,1.5067717397904044,0.0,2.403475846283439,0.0,2.009969390583158,0.0,1.8468676471158303,0.5313312844508135,2.024142308469084,0.0,0.8573536575885571,2.504328464011017,2.025507289454872,1.8508298596064416,0.671761952575971,0.5703252911705755,0.0,0.8597549309030622,0.8724100285654521,1.6683863006625224,2.143143978908649,0.0,1.1809499887478176,0.8192834755943992,0.0,1.782961062630844,1.6608251325580634,0.5345377834438505,1.9076042876643224,1.9736524456382656,1.191310572308508,1.7922031728431909,1.6118455244117602,1.00060056645764,1.460354804903617,0.8984959592876967,0.0,0.0,1.0831655655255117,2.781845365699248,0.0,0.0,1.7885768580771777,1.6935929409568384,0.8524155491457728,1.4928483461341149,0.0,0.6219507146456539,0.5944564486984277,0.0,1.75362441888752,1.399848609716975,0.7792001875149189,0.0,0.0,0.0,0.0,2.9155718107490416,1.695898770106969,2.101557126177577,1.4366204406623908,1.8747030403295204,2.2406681716097383,1.0393353647655554,1.2958851027750204,1.1698331824449228,0.8421956062678035,1.055605403597208,0.7753968616182629,1.7309831225190278,0.0,1.5501097319432935,1.3787097997999018,0.0,2.0764979021880143,0.0,0.0,0.0,1.99574622587895,0.0,1.0417363995643618,1.6817395573932852,0.8024572110386174,0.0,0.8506577248666991,1.5767815704007817,0.0,0.9372544427450576,0.965436049599285
LMB90_RS04205,11.6618600045619,11.88665469494923,14.360379441562896,14.398756370038926,11.718793264044564,11.448204733365596,11.45225744974144,11.356429639941808,11.801918914393893,11.480341437713513,11.499001748602057,11.472659373490377,11.571777748207332,11.483482248604762,14.348925094528752,14.482061941781504,13.372741161307363,13.463430981322896,14.51200252001702,14.592393290368497,14.389643696697174,14.574802812595353,14.564092592897,12.362166812387954,12.31632078032992,12.383107939871536,12.329937682997036,12.196320985705125,12.291064624012696,12.166931203954183,12.26504764431688,12.294933380542258,12.210966219159555,12.33631662379133,12.152676904325558,12.666790395525238,11.86130791846889,13.600843933158762,11.699108007363176,13.817024634455604,11.876349193450832,12.10101320549774,13.702080643488165,12.200286017932216,13.60075494686124,13.16853326519074,12.947532249343512,13.13347140998513,12.945709108279274,13.519271932626433,13.51113857227389,13.466262562932902,13.488051628999369,12.761613379784151,12.790129059114456,12.73109622604238,12.765391658815274,12.97088306695728,12.387903382947284,13.656792452257603,13.414971519262014,12.215126874363474,12.33469509937695,11.346362734426313,11.406743366673282,14.265324674737672,14.172194943792851,13.046433013454369,13.076035402495837,13.715701034194645,13.242855233843278,12.660096909694913,12.657567513983023,15.264729472137956,14.863799595979676,12.83879814772206,12.759803900634948,12.729655609412063,12.389458663873883,14.061277479406884,14.388855799346176,11.179303937423851,11.434820881622528,12.685714909896388,12.745283452407916,12.409322927296984,12.338596327737603,12.804919131981094,13.042917395232832,13.497624895469905,13.525254715051492,12.319676906763632,12.292095109311552,12.75806007113546,12.63249712028732,12.248083733932532,12.087759016775186,13.616489762527095,13.853716190651673,14.800076333521838,14.706894039694744,14.235926141608102,14.365037200275,14.46713304620842,14.157969246969248,13.432575659967958,13.733981297991646,14.665124367175483,14.540260432495538,13.67832217808417,13.897217831307074,13.872047181989752,13.731898864919746,12.368608982236044,12.82394728315372,13.233741161499486,13.611239727318884,13.033541792404764,13.321903478986208,13.39838035943601,13.734023034173738,13.427828156549012,13.384880970984472,13.969962689070623,14.104053237992714,14.513851811399515,14.646851621666958,14.410233310502267,14.519893185403305,13.600812949619169,13.726591969722731,14.889322485271254,14.377295054543586,12.636409526306537,12.755355908253776,13.450831568877067,13.46539471020775
LMB90_RS04210,7.156646491612379,7.404234892418352,9.05442868309329,9.419114503453075,7.988913116077089,7.688198489438999,6.914987018489631,6.855592501159159,9.022011894466054,9.046265169468098,7.332574144075176,8.264472728646547,7.483063083603829,7.505388070945743,9.062709702800005,9.203959497520772,9.006823117194303,9.10243674148293,9.129986374735156,9.383241823458995,9.060497060429688,8.800285038999416,8.774807675644375,7.750270352921346,7.969192868363543,7.765224011812759,7.977483586013764,7.800192785656455,8.082453531747525,7.741447041344442,8.104243307212625,8.183462225460659,8.259600258325019,8.189371235308291,8.244305064805872,8.769117554543216,8.055965224180502,9.641305056814398,7.906439764188319,9.681956475410129,8.104813974847268,7.817726258793628,9.794866157371692,7.634493760363536,9.919061394848953,10.235399099660931,9.763921567668046,10.207593053415652,9.784265841917492,8.824668290248628,9.072969662950792,8.839962198891508,9.13424665706934,8.406632541991257,8.65292343296789,8.418854299595305,8.670355956969972,8.995580455397967,8.24021410741339,9.858895478277825,9.893056369500927,8.096272831694076,8.166350856282829,8.284720679432821,8.218172213381662,9.224307542965493,9.165335431416352,8.970575979359666,8.785455866667123,9.170107493378392,9.131498048078798,8.541818559264858,7.98920305303308,9.34847098229758,9.429198578918632,8.87222827612787,8.87640117180612,8.662622439856882,8.492271704323414,9.620297822313969,9.380515480788375,7.316498103892279,7.351971353073044,8.575621084015971,8.655428624561148,8.73285311601728,8.753435306125855,10.509837479580588,10.560208796046965,7.345803414140658,7.504033507270472,8.990975300855911,9.362189953048698,8.326968133118498,8.2766684565913,9.826843719684032,9.653987199324288,8.508731746699517,8.872621467358279,9.305838996844903,9.4327117495408,9.42270907963676,9.432356960314566,9.112184867119614,9.17741940087779,9.336093835960316,9.39438635968864,9.508231051127977,9.599234393938772,9.730192125592676,9.83514878945766,9.08361703427753,9.116675779538689,8.62305573265416,8.911277429805137,8.768230884988908,9.013973048227536,8.745929500004225,9.228504301759996,8.996425274313092,8.91342034809694,9.379008757753605,9.43448886913141,8.786189297327686,8.87002891410483,9.519146626238628,9.687253171173154,8.95517697326079,8.962991099577392,9.056437414225655,9.066322604358502,9.381462730460258,9.689380606388855,8.220860813684947,8.280617087212123,8.90392252668886,9.058486363303844
LMB90_RS04215,7.127851911944732,7.333606460728239,8.8324567977514,9.331751045692265,7.379520103424649,7.408264825719773,7.148796444800135,6.9971678135679385,8.352855485872528,8.584900395964665,7.36980308214336,8.112997845422036,7.348484634894878,7.446594206853622,8.466221920693172,8.50113707935253,9.01109797706706,9.008379211161156,9.047153664943917,9.231853859648828,8.72526928303006,8.553879771455644,8.52663541732506,7.722800684577184,7.919863102563792,7.735728575111523,7.935456670597021,7.853960993702467,8.072682341720494,7.890025116311761,8.178968633656313,8.365417547083377,8.378026153020823,8.429156475366915,8.420975393178773,8.706846402490923,7.74695960358115,9.498879120418389,8.11268185348746,9.49814820751186,7.789936407528416,8.178433029242628,9.50252010488328,7.896608307075323,9.558446422096791,9.60847485008312,9.357770380673209,9.63850088008614,9.377940123363414,7.728191053128079,8.924574051940597,7.827949982742988,8.878099660513312,8.406191176388113,8.815018191711147,8.37631233502978,8.845897619841475,8.61134712963633,8.240847333011212,9.248841595854705,9.300151434769168,8.138547364906591,8.258525135089803,7.85345001749666,7.720268127338429,8.963210675295612,8.93661370133532,9.14067745230355,8.838538811935889,9.043076586170804,8.827163947129963,7.681560459775012,7.317089176616162,8.902298167290754,8.392996314325751,8.87337014274522,9.01894029072652,8.638899087646449,8.40261090473585,9.125236263240444,8.909540403427549,7.499850466638401,7.513391720822275,8.2754761979233,8.483695509349825,7.993699479477071,7.8846512155284065,9.96836522223391,9.752384830085354,6.52641064161982,6.704280193030217,8.56835384800054,9.019940044729353,7.299881730969827,7.326915883532227,8.665654313307908,8.608238588271977,7.963729963393916,8.056525158717422,8.647497574502653,8.870901239142379,8.885350397789404,8.984026200962171,8.30284915024384,7.986471922213917,9.164069242243423,9.056484766934084,8.925214519867907,9.264855550914543,9.244544254376644,9.312529820906818,8.353094270096033,8.668796397417575,7.953128324293429,8.251686981758658,8.519220887908926,8.57594210828613,8.589470597045024,8.983999841397875,8.402249903798156,8.130478993250279,8.350585760775799,8.632191932124822,8.131014479470123,8.180322234782762,9.048227221056884,9.11818071557983,8.238869751892437,8.132855561049004,8.745653131603019,8.499820104235813,8.513630679030575,9.127018070928726,7.777090215040485,7.796242329926343,8.390737915744914,8.54550980109649
LMB90_RS04220,7.389166093977869,6.946194875872193,8.623454578636643,9.164477776853207,7.291321368405084,7.592371514915104,7.454993101587962,7.170869667014856,7.403559262740252,8.248273192357752,7.443561852742118,8.124143885516542,7.343354658404863,7.558202737943086,8.534073807931344,8.401210380204276,8.991475069251676,8.85297709868548,8.730301083355707,8.970734068578134,8.597193057711216,8.538728338525893,8.561461660427648,8.036070264237026,8.106119528954782,8.009660259086063,8.040588771315663,8.371180176507297,8.679809552269214,8.42384218788336,8.488909236308611,8.616956022345704,8.648357431395922,8.588592785510698,8.61784719973718,9.037609677205316,8.543324327681622,9.4532074274736,8.751138814089233,9.368940781326751,8.466180568061818,8.288926732618842,9.23710898769544,8.127511125270534,9.27043921164247,9.3908177120114,9.100891848311829,9.349586314122025,9.096503243044069,8.317045365219812,8.569945965538409,8.473853858188335,8.492867153370716,8.236632235968266,8.734902177314334,8.316660535072222,8.814588209698513,8.539260731284367,8.17323399903105,8.912322261066398,8.828714994373092,8.23512493408044,8.324317560262086,7.557604734305628,7.409332115323575,8.91609693755783,8.868617765248164,8.87089204524878,8.780735748729386,9.064010424548384,8.74068088922484,7.514991847788705,6.919536673914153,8.500362823266817,8.49294918890974,8.654623385973704,8.926910959999853,8.270305373965222,8.393656868343882,8.900332310420167,8.467411677497994,7.380997485241959,7.1733990218346255,8.335429371736451,8.33707923578873,8.062026592849762,7.748644844799679,9.721952951576435,9.787181286220974,7.148347526159889,7.161441383591457,8.77165036220955,9.286945308361863,7.485198286851438,7.464091876596364,8.552803493774535,8.452081109508057,8.11001198491331,8.269512057972287,8.461099077333792,8.64860415477835,8.61953341859266,8.7034298037551,7.951901686001596,7.690694823908043,8.685196601790945,8.579706770572162,8.719801346883765,8.701956555421406,8.915453416312756,8.676359874233714,8.391405860422784,8.227040167575254,8.138866979104458,8.354743053293177,8.263030923058809,8.415545146128423,8.402055059312282,8.798077462295046,8.188432213552318,8.256900353925735,8.591037269632052,8.802874201100009,8.421976886567537,8.629160793780759,8.993654685253052,9.1970329457958,8.219917398616275,8.27092297042313,9.02469870079056,9.01440594330372,8.768607317539223,9.440391060602565,8.005014604131068,8.155013235820258,8.707153755933525,8.944631163866282
LMB90_RS04225,8.555644751437109,7.697227785960593,9.564997186384796,9.74547605042901,7.229356366005148,8.046024949410347,7.763594051857189,7.440768707061105,8.793887402078319,9.153504661323812,8.813504562346004,9.101129029608288,7.976803006649963,8.33243055324495,9.406367283588684,8.79014585629107,9.994332666319972,10.066299818288805,9.92985336908923,10.132222383894227,9.637358283592183,9.617900013943231,9.705791719727012,8.476342097591523,8.856192452529564,8.369418152319898,8.812465316162761,9.451340917886371,9.657667072449794,9.486699928314582,9.624026468006369,9.792749483669985,9.88360476140224,9.71765620603814,9.874020423626847,10.055621793690293,9.084945889154238,10.433800404734567,9.801026145866835,10.395044759303698,9.026714146213724,9.643433630060194,10.176011737288777,9.405330385016624,10.36446134219018,10.27192662370982,10.017605131597566,10.264120220334991,9.982094207010642,7.739422300961937,8.992658981691008,7.859857058782775,9.00816926628356,9.291454136084392,9.714834588462756,9.061730295636226,9.611834755316762,9.33333925192449,8.921167169297428,9.729779943117736,9.918571439794166,9.040712895240588,9.26965205392976,8.063751782033032,7.96937931987881,9.685590191924303,9.617439079631623,9.948275598144727,9.62425481489281,10.134000427001205,9.192540574791824,7.572336693312516,7.347026953071706,9.429305414816763,8.89926573930271,9.37079429868241,9.76099931697162,9.472447334260806,9.256547186571636,9.67258676150668,9.544194066129975,8.880176568736527,7.900890167814318,8.937851420965515,9.131490795043918,7.695012406241845,7.261454403136132,9.78736621713211,10.103119173146364,6.551568367215624,6.801225328870838,8.977478886460712,9.303519904710354,7.587512408808113,7.64665044094653,8.778323638890704,8.846024185845865,8.444554675965115,8.365611185522242,8.654391508535445,8.938497066930442,9.136884946519007,9.413460568031123,8.057999475225971,8.076366472440833,9.167150520630948,9.08318253627922,8.797601800249959,9.37140527111516,9.309826140982564,9.54949085098917,8.496285971405808,8.953845434899993,8.600884118952589,8.780283385354437,8.81651560484317,8.833975829400556,8.75423859042754,9.050782927617414,8.55133537206576,8.392313714500984,8.753895227691913,8.816663897829219,8.796855720325668,8.80503291341611,9.433930684276662,9.429741355668744,8.468720684814803,8.375776763663524,9.278636802158688,9.142724830215208,8.978240076241079,9.286448732193938,8.571631971848516,8.669883513019245,8.890920721423008,8.981744732099038
LMB90_RS04230,7.886761674692077,8.180471292217257,8.632239156269796,9.008261342532444,8.31834809505914,8.060872854742861,8.321623976303638,8.002385174926822,8.511460350889758,8.545790976538642,7.840618517820493,8.29551899968046,7.896903674772156,7.968743823613903,8.495099050087298,8.665490278051823,9.08762102922662,8.804089173327228,8.921819288416394,9.248861952547689,8.621064386981715,8.522198937945463,8.541202707771847,8.467257054030343,8.710503541438209,8.478657900819492,8.678261471979921,8.44806856790012,8.683948958437396,8.486815218652467,8.653427373641128,8.938553609188109,8.952857554979147,8.890343968499373,9.023869214911423,8.927311722099251,8.636551422888381,9.251482567559876,8.73525944695865,9.276861073947751,8.580897429882182,8.707287224205249,9.260546756477687,8.662894451418701,9.2321891967862,9.389327990620226,9.178644208097111,9.31555717585066,9.251145280967764,8.178277115166281,8.700280971346617,8.257557247175678,8.631144446315206,8.566058715298714,9.01145004133859,8.528578363881573,9.075915434224736,8.927076210991224,8.886988994410283,8.961196869346793,9.046979102545585,8.682885087880502,8.734200865136808,7.803137003799656,7.728003675560578,8.883613205574663,8.749807432958097,9.148513386084469,8.893530070987572,9.06927952452964,8.843603335055043,8.0256372895534,7.784619674735476,8.760537107051826,8.464834903851619,9.031311880822225,9.114705020760164,8.851132152270475,8.790370223584882,9.186391997339507,9.022619013222409,7.941736010359624,7.897894671602241,8.838005069955772,9.063844518326166,8.406778387345845,8.369456894081367,9.923394789925869,9.813685027123222,7.91782721362094,7.715484995622111,8.729765607499672,9.152012537042795,7.820299812513521,7.763703239441842,8.678934410276995,8.63214535795405,8.270251786282369,8.644816737714228,8.62651711851485,8.909111993077177,9.007888662975422,9.12156530698898,8.306505831865724,8.01348867146974,9.040701039880588,9.14561417516582,8.944993228206933,9.263947767820198,9.14690758443308,9.116424782448677,8.534888410801537,8.85737428966996,8.740033555602164,8.838814175468013,8.85833353287781,8.952831852643536,8.822128125914563,9.15336187251096,8.666451979029533,8.46523005622575,8.24064691506759,8.43706525509065,8.375604806277359,8.447970034982681,8.66876556887222,8.899260335155596,7.821752621350086,7.90146764365123,8.769837648866755,8.66166033614255,8.477265550166003,8.916959056359833,8.405008270384371,8.410682466504651,8.543517340072341,8.80031109504314
LMB90_RS04235,8.449403398492906,8.458814565551553,9.059537438693551,9.522236693192689,7.994990611320055,8.37067749839346,8.658749016856927,8.727515958626809,8.66403536103374,9.034955614551432,8.4560530890196,8.725385554311925,8.338133638899413,8.63663459113098,9.102647303888098,9.085933499526002,9.590065903775024,9.45976073714876,9.835667728763475,9.887673011190696,9.211995695592757,9.369288259290842,9.289464901139228,8.935479008475573,9.132101778701603,8.984183018462748,9.111277155071612,9.17318360778494,9.336634842447197,9.174766540654156,9.314921985335884,9.463194424022356,9.549423793622209,9.424270616933526,9.572410365614676,9.53363194030728,8.948303847215177,9.788227291514971,9.356786345804458,9.650368195653211,9.025339179078555,9.137158077442686,9.633238213621558,8.955250658146412,9.727922224860745,9.90826001644653,9.69968012114053,9.914041066077242,9.68807992078563,7.822601688273469,9.157158147282844,7.749332730517656,9.140115890474531,9.206134907655471,9.534043312969017,9.149963032566534,9.495928152033033,9.414368196596111,9.298888895351991,9.583308061808545,9.485857595938375,9.301444222143775,9.312178853590051,8.384376438067237,8.385258104897016,9.40908555340518,9.379415852448382,9.5536597749272,9.294665564277915,9.607852514618273,9.157447548588976,8.118513069027724,7.990595296710737,9.33215419623088,8.674388068971504,9.394933778090897,9.4563827296505,9.234200520391486,9.203441035012837,9.46752137626449,9.531181843873398,8.282421527778084,8.151735332378731,9.101411463581927,9.238872938075463,7.9618519304840545,7.895861682762467,9.31636919208321,9.505028741445043,7.265915577107347,7.708549849209601,8.721949399285414,9.124620704762773,7.36422102998517,7.576015071634274,8.457389596164935,8.377684085879961,8.268381689558648,8.45520256688234,8.487979732632619,8.976452647876608,9.262357662253525,9.473251565849154,8.24873401450098,8.167368181569094,9.282955383874471,9.277975472613896,8.967882609418918,9.477411772631914,9.3733754145598,9.408598745272116,8.697096301243901,9.257672900467195,8.627904195903934,8.895033818794378,8.86351875301732,8.984009798360042,8.88725604517539,9.1691563657188,8.657959941506407,8.410634157299144,8.165253550490997,8.411352673906878,8.48462025846455,8.607899304343563,8.871135093736527,9.06627929365172,7.959238051901746,8.067082923110426,8.742020159318123,8.657960059668516,8.540695592869474,8.94922159908233,8.336092290079558,8.42155520254519,8.552189186100014,8.874021788960201
LMB90_RS04240,8.210691431003045,7.800007026972566,8.335914288439165,8.490297788426467,7.496043671630273,8.02071980223276,7.918315758380636,7.950204829916961,8.106803589298183,8.408631477179608,7.957193892693357,8.157850105306105,7.652869492124735,7.924856595416102,8.40297654289735,8.165371656506702,8.927690643725652,8.816890076249704,9.012637568754608,9.12764650564868,8.433156047094078,8.50911116172038,8.65585982929529,8.685575950096563,8.683352077183924,8.685122762720455,8.717743136424248,8.872773101907628,8.90469263576554,8.891468197888189,8.978140858153338,9.02054452617194,9.005052607131972,9.099725558634912,9.101941174984775,9.052170272176053,8.843322175623793,9.203849296665064,8.929998939862578,9.116738766711237,8.830954471250253,8.943249621576161,9.07941965697571,8.726419741805724,9.06090437277735,9.134662488651673,9.061378503806395,9.17419812993906,9.007732457964236,8.010629528978654,8.49903860182676,7.886288344515979,8.570667766298822,8.556842355459034,8.89001216186063,8.600146753562838,8.887635788877068,8.801491393956754,8.886681272660441,8.938427337907788,8.94741883506476,8.875916960487675,8.866293794684088,7.731647653734478,7.695368463164438,8.786370955264147,8.7015323420915,8.897920526775263,8.641855620580612,8.99702259329576,8.509493664568696,7.571404644156125,7.594655893570447,8.570833331207623,8.471049774964515,8.995034533928866,8.948611975297387,8.78724937546887,8.732812765583324,9.06222915430122,8.917938409122224,8.05167108486103,7.874307526742071,9.136384044896138,8.995396881794163,8.161041956026258,7.674774371060635,9.310041872035418,9.207012463113356,7.228082305528102,7.607253197205285,8.74016276609109,9.062635899950184,7.573074668861454,7.683862490156581,8.453173145991963,8.480138674985463,8.013819979893723,8.271545111685901,8.383046256076922,8.69092579445127,8.696325548751746,8.802375128044762,7.868504049324533,7.525930880382623,8.87141162998816,8.805883799984306,8.532188697971982,8.88168178768473,8.97282219420958,8.785120282012812,8.467170636692702,8.694929766686036,8.609655370275073,8.696349619559326,8.386064589417828,8.568277923032474,8.54550579596847,8.75278581727972,8.37963494422611,8.255685222774952,8.411337958202102,8.435893272231121,8.725150480891235,8.656031177996564,8.87341783304499,8.977450164987982,7.849556185492636,8.05337142985631,8.864287776518156,8.823846106873692,8.688602265318043,8.996827729994354,8.476047789799502,8.508478039984414,8.849986535305211,9.049782329098347
LMB90_RS04245,9.924852181934028,10.041479999411605,9.661468626907345,9.85712420204372,9.9619465624078,9.843952525217786,9.825726956444573,9.854100004069574,9.767276070138406,10.09169260844619,9.919389017150356,10.00256548632968,10.031653830916238,10.02869594215158,9.832874843026207,9.6614818112889,10.43202852555988,10.438598127233034,10.581062517763108,10.664789999546116,10.364895795738546,10.404114173552728,10.399980992977778,10.572093917545626,10.579145762807007,10.531738280939146,10.54624673615399,10.46007250013872,10.461130050742293,10.440187576849333,10.440992842014332,10.715353901323878,10.7215845540394,10.675038524032509,10.69850775042053,10.413628054474827,10.15750855733429,10.45098914508996,10.419723713047468,10.484500306678534,10.172054487172227,10.46411472982026,10.71116151941666,10.474076206753557,10.707208444700726,10.937802244344413,10.727373863738984,10.85808191133003,10.717418667528126,9.98544157978876,10.495592710842866,9.964167883297652,10.522966966917023,10.37480488923671,10.595963016165124,10.32181504894806,10.523130111437826,10.48535274728105,10.520046004295445,10.47194987975827,10.596803195707894,10.60637891294134,10.614994839335026,9.79506628849354,9.62188800766588,10.327958753956985,10.12443640444315,10.558452574459492,10.366729268873476,10.244687014921256,10.194171590896202,9.645989895257026,9.240329192337777,9.922547611506564,9.748266820490388,10.635912885880188,10.503103208573878,10.575614425050947,10.59729547980058,10.496894479531289,10.27654782027811,10.166049078137323,10.19244672280247,10.821647742273353,10.74508118715182,10.765676070358024,10.37282627495843,10.59968823192476,10.78744761491915,8.6552567863684,8.458027179920089,9.79588841305052,10.220847813396896,9.902315549990096,9.916840280837404,10.373420223652492,10.351956935731485,10.024870542029324,10.2990706810038,10.227601492747084,10.44728667701414,10.186231361839424,10.26382755578746,9.607188025534612,9.43840456295207,10.406292817092654,10.588402899666836,10.420296271358923,10.562314025415496,10.505973550820046,10.60168757327779,10.579705286452706,10.580137782496124,10.383718365956671,10.53155740339384,10.328911656107788,10.496494479392458,10.263345479878984,10.284401589313616,10.281236504942996,10.258201856063195,10.366050393032603,10.351330142441707,10.311224909619783,10.308893996671364,10.475228807532908,10.510873881800771,10.098897956454628,10.127190888833905,10.30775965103259,10.308198470231826,10.077699950285416,10.493036265792192,10.44974940696388,10.495414463262833,10.450879739027531,10.577326240316513
